submarket,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,overlap_area_sqm,overlap_pct_of_bg,population,households,median_household_income,median_age,owner_occupied_units,occupied_housing_units,year
West Baldwin,010039900000,01,003,990000,0,907284.5133022142,0.0011127631485048064,0.0,0.0,,,0.0,0.0,2023
North Mobile / Saraland,010970002001,01,097,000200,1,1031576.0646107137,1.0000000000000007,635.0,473.0,24861.0,64.7,111.0,473.0,2023
North Mobile / Saraland,010970004013,01,097,000401,3,305274.71311049326,1.0,248.0,142.0,,37.6,49.0,142.0,2023
North Mobile / Saraland,010970014002,01,097,001400,2,597195.1515267928,0.9999999999999996,774.0,370.0,19363.0,55.9,131.0,370.0,2023
Central Mobile,010970015021,01,097,001502,1,397100.29499304935,0.4680006424702276,886.0,276.0,21900.0,22.0,58.0,276.0,2023
North Mobile / Saraland,010970015021,01,097,001502,1,461667.96386272163,0.5440965580230993,886.0,276.0,21900.0,22.0,58.0,276.0,2023
Central Mobile,010970018001,01,097,001800,1,5774639.901664639,0.976774400417314,950.0,433.0,47417.0,46.1,156.0,433.0,2023
North Mobile / Saraland,010970006001,01,097,000600,1,648374.6305742693,0.9999999999999998,648.0,260.0,35938.0,49.6,158.0,260.0,2023
North Mobile / Saraland,010970006002,01,097,000600,2,1489230.7037189573,1.0,804.0,262.0,37750.0,54.5,168.0,262.0,2023
North Mobile / Saraland,010970007021,01,097,000702,1,582867.4313757048,1.0000000000000002,760.0,291.0,40817.0,40.7,163.0,291.0,2023
North Mobile / Saraland,010970004021,01,097,000402,1,694342.4574439446,0.9999999999999998,861.0,384.0,14658.0,14.9,0.0,384.0,2023
North Mobile / Saraland,010970076002,01,097,007600,2,1800937.8748480198,1.0000000000000004,1040.0,347.0,24290.0,44.5,204.0,347.0,2023
Central Mobile,010970037081,01,097,003708,1,3355431.5143993283,1.0000000000000013,1425.0,794.0,71923.0,43.8,372.0,794.0,2023
North Mobile / Saraland,010970009012,01,097,000901,2,442168.92908534996,0.9999999999999998,744.0,340.0,53611.0,30.6,155.0,340.0,2023
North Mobile / Saraland,010970009021,01,097,000902,1,495264.5759449455,0.9999999999999999,708.0,351.0,73750.0,32.7,224.0,351.0,2023
North Mobile / Saraland,010970010011,01,097,001001,1,403323.0695277379,0.9999999999999996,468.0,231.0,,40.5,103.0,231.0,2023
North Mobile / Saraland,010970010012,01,097,001001,2,639778.0888923279,1.0,854.0,458.0,66842.0,43.3,174.0,458.0,2023
Central Mobile,010970064071,01,097,006407,1,30324161.87326132,0.9999999999999981,1979.0,804.0,72269.0,44.1,656.0,804.0,2023
North Mobile / Saraland,010970011002,01,097,001100,2,597268.9228518552,0.9999999999999998,506.0,245.0,32526.0,67.0,107.0,245.0,2023
West Baldwin,010030108002,01,003,010800,2,9317930.180671679,0.8821738151319788,2325.0,878.0,85833.0,53.0,859.0,878.0,2023
North Mobile / Saraland,010970057022,01,097,005702,2,26064613.49683206,0.8656129698804248,1648.0,525.0,62574.0,33.4,458.0,525.0,2023
Central Mobile,010970031002,01,097,003100,2,2091778.8984754365,1.0,2592.0,800.0,70109.0,29.4,634.0,800.0,2023
Central Mobile,010970035013,01,097,003501,3,632351.1859702106,1.0000000000000002,728.0,252.0,212321.0,33.5,252.0,252.0,2023
South Mobile,010970067042,01,097,006704,2,5842219.587927186,0.9999999999999992,511.0,161.0,57232.0,27.1,123.0,161.0,2023
Central Mobile,010970059003,01,097,005900,3,54211795.89638456,0.3372430804308474,2157.0,810.0,67341.0,33.1,796.0,810.0,2023
Central Mobile,010970057021,01,097,005702,1,22648561.372744996,0.3859993464107145,1963.0,604.0,137045.0,54.2,579.0,604.0,2023
North Mobile / Saraland,010970057021,01,097,005702,1,31641624.85770225,0.5392680936080929,1963.0,604.0,137045.0,54.2,579.0,604.0,2023
Central Mobile,010970063052,01,097,006305,2,8551590.69840958,0.9999999999999987,1356.0,508.0,54464.0,31.9,508.0,508.0,2023
North Mobile / Saraland,010970056021,01,097,005602,1,4317751.037377953,1.000000000000001,1448.0,564.0,109750.0,41.5,479.0,564.0,2023
North Mobile / Saraland,010970056012,01,097,005601,2,1567975.5982628346,1.0000000000000013,1228.0,415.0,100139.0,55.7,368.0,415.0,2023
Central Mobile,010970057012,01,097,005701,2,5355447.301574364,0.1361852709304273,1928.0,732.0,116719.0,44.4,719.0,732.0,2023
North Mobile / Saraland,010970057012,01,097,005701,2,33315581.855965756,0.8471918937426077,1928.0,732.0,116719.0,44.4,719.0,732.0,2023
Central Mobile,010970057011,01,097,005701,1,11472205.791592775,0.953420822878918,1941.0,683.0,77773.0,45.9,665.0,683.0,2023
North Mobile / Saraland,010970057011,01,097,005701,1,469311.44278903503,0.039003074918541096,1941.0,683.0,77773.0,45.9,665.0,683.0,2023
Central Mobile,010970062021,01,097,006202,1,46296178.88141867,0.9999999999999992,1938.0,618.0,100000.0,28.8,532.0,618.0,2023
North Mobile / Saraland,010970056011,01,097,005601,1,3653824.484576643,0.9999999999999999,1576.0,535.0,104485.0,38.5,526.0,535.0,2023
North Mobile / Saraland,010970057023,01,097,005702,3,36927674.40666129,0.36361679774498407,433.0,115.0,121563.0,27.5,87.0,115.0,2023
Central Mobile,010970065053,01,097,006505,3,30046761.262829743,1.0000000000000007,625.0,341.0,66250.0,57.2,257.0,341.0,2023
North Mobile / Saraland,010970056023,01,097,005602,3,3608830.076758462,1.0000000000000004,841.0,280.0,61944.0,43.0,232.0,280.0,2023
North Mobile / Saraland,010970056022,01,097,005602,2,8328942.491267243,0.9999999999999998,2297.0,920.0,49265.0,36.6,596.0,920.0,2023
South Mobile,010970072012,01,097,007201,2,23985421.68415627,0.9999999999999988,1118.0,380.0,66369.0,37.1,360.0,380.0,2023
Central Mobile,010970061044,01,097,006104,4,29017490.95362163,0.9999999999999998,938.0,240.0,50278.0,31.3,224.0,240.0,2023
North Mobile / Saraland,010970002002,01,097,000200,2,1025235.9181502328,1.0000000000000004,471.0,236.0,61736.0,54.5,84.0,236.0,2023
Central Mobile,010970061072,01,097,006107,2,25274299.268478263,0.9939899667840383,2115.0,949.0,58438.0,43.7,758.0,949.0,2023
North Mobile / Saraland,010970061072,01,097,006107,2,145276.99494539795,0.005713467022223616,2115.0,949.0,58438.0,43.7,758.0,949.0,2023
Central Mobile,010970065042,01,097,006504,2,18198353.775833875,1.0,2021.0,716.0,142639.0,45.1,623.0,716.0,2023
Central Mobile,010970061042,01,097,006104,2,44116739.857511595,0.999999999999998,1496.0,497.0,111607.0,44.3,468.0,497.0,2023
Central Mobile,010970061043,01,097,006104,3,7977899.61946278,1.0,1163.0,459.0,37383.0,51.5,334.0,459.0,2023
South Mobile,010970072041,01,097,007204,1,122240472.616876,0.9312670827710957,1685.0,597.0,77784.0,46.7,571.0,597.0,2023
Central Mobile,010970064032,01,097,006403,2,15739527.57953997,0.9999999999999996,1701.0,575.0,49567.0,31.5,425.0,575.0,2023
Central Mobile,010970063061,01,097,006306,1,7013073.170318037,0.9999999999999999,1645.0,494.0,86563.0,38.5,461.0,494.0,2023
Central Mobile,010970064121,01,097,006412,1,3196671.819847342,1.0000000000000016,3394.0,953.0,128017.0,35.4,883.0,953.0,2023
Central Mobile,010970065051,01,097,006505,1,54849072.14569239,0.9997760518622043,3164.0,894.0,94895.0,28.2,894.0,894.0,2023
Central Mobile,010970064133,01,097,006413,3,2923241.3872082047,0.9999999999999993,1498.0,541.0,79554.0,40.6,527.0,541.0,2023
North Mobile / Saraland,010970054003,01,097,005400,3,5664612.940876359,0.9999999999999999,1369.0,705.0,48398.0,43.8,447.0,705.0,2023
South Mobile,010970067032,01,097,006703,2,7146088.1199248945,0.9999999999999991,1457.0,603.0,40481.0,44.3,441.0,603.0,2023
Central Mobile,010970063051,01,097,006305,1,15642007.513206441,0.9999999999999998,2595.0,749.0,48104.0,29.5,497.0,749.0,2023
Central Mobile,010970037121,01,097,003712,1,1471945.1496071746,0.9999999999999997,1457.0,677.0,66477.0,54.9,582.0,677.0,2023
Central Mobile,010970064131,01,097,006413,1,4058961.842097498,0.9999999999999999,1316.0,413.0,101617.0,32.0,341.0,413.0,2023
Central Mobile,010970070004,01,097,007000,4,12266686.731529864,0.9999999999999989,1448.0,602.0,83355.0,48.1,537.0,602.0,2023
Central Mobile,010970063042,01,097,006304,2,15749373.391882341,0.9999999999999998,2085.0,678.0,47368.0,38.4,420.0,678.0,2023
Central Mobile,010970064073,01,097,006407,3,64134473.18380072,1.0000000000000009,3598.0,991.0,69547.0,36.2,991.0,991.0,2023
Central Mobile,010970061061,01,097,006106,1,7184007.005764832,0.5077636793495302,1538.0,378.0,,28.3,246.0,378.0,2023
North Mobile / Saraland,010970061061,01,097,006106,1,6745517.66798926,0.4767713711118296,1538.0,378.0,,28.3,246.0,378.0,2023
South Mobile,010970071033,01,097,007103,3,17739215.7870185,1.0000000000000004,1510.0,607.0,67450.0,53.1,607.0,607.0,2023
Central Mobile,010970061071,01,097,006107,1,22984603.50968115,1.0000000000000009,1561.0,510.0,90722.0,42.4,464.0,510.0,2023
South Mobile,010970067043,01,097,006704,3,14536167.225220634,0.9987774646029297,1780.0,475.0,93641.0,30.2,466.0,475.0,2023
Central Mobile,010970034102,01,097,003410,2,6609662.25040769,0.9999999999999993,2608.0,915.0,82925.0,40.4,806.0,915.0,2023
Central Mobile,010970033013,01,097,003301,3,375710.5072188875,0.9999999999999997,894.0,457.0,,29.5,118.0,457.0,2023
Central Mobile,010970062012,01,097,006201,2,140485373.72607684,0.9135932036893674,2124.0,605.0,78854.0,30.1,459.0,605.0,2023
Central Mobile,010970068042,01,097,006804,2,4286618.399098225,0.9999999999999996,2355.0,673.0,158365.0,37.7,615.0,673.0,2023
Central Mobile,010970064132,01,097,006413,2,17976705.208290413,0.9999999999999988,1192.0,372.0,108152.0,45.3,359.0,372.0,2023
Central Mobile,010970037032,01,097,003703,2,1780488.1712312798,1.0000000000000004,2334.0,1111.0,39673.0,30.0,126.0,1111.0,2023
South Mobile,010970072031,01,097,007203,1,1084298.9362588958,0.061792102399953704,1134.0,520.0,65500.0,61.5,509.0,520.0,2023
Central Mobile,010970064102,01,097,006410,2,1923101.3264632265,0.9999999999999999,1180.0,456.0,135000.0,43.3,436.0,456.0,2023
Central Mobile,010970034101,01,097,003410,1,4923387.022772276,1.0000000000000013,1033.0,519.0,39709.0,31.0,219.0,519.0,2023
Central Mobile,010970034091,01,097,003409,1,4112962.1210039873,1.0000000000000007,1888.0,755.0,78125.0,43.2,716.0,755.0,2023
Central Mobile,010970061033,01,097,006103,3,5503173.040738382,0.9999999999999998,848.0,327.0,30948.0,27.7,230.0,327.0,2023
Central Mobile,010970064111,01,097,006411,1,1506294.7960101108,0.9999999999999993,1211.0,473.0,52887.0,33.5,157.0,473.0,2023
Central Mobile,010970064112,01,097,006411,2,928187.0580598286,0.9999999999999999,1583.0,486.0,46483.0,19.0,221.0,486.0,2023
North Mobile / Saraland,010970008021,01,097,000802,1,429618.00792517845,0.9999999999999999,313.0,165.0,28299.0,52.1,100.0,165.0,2023
Central Mobile,010970037083,01,097,003708,3,627447.2371686912,1.0000000000000002,1255.0,494.0,70455.0,43.6,279.0,494.0,2023
Central Mobile,010970037112,01,097,003711,2,987020.403552775,0.9999999999999998,1772.0,813.0,,32.4,354.0,813.0,2023
Central Mobile,010970068031,01,097,006803,1,4603772.444433471,0.9999999999999986,2365.0,793.0,99542.0,34.3,722.0,793.0,2023
Central Mobile,010970069023,01,097,006902,3,1032172.045217435,0.9999999999999993,971.0,331.0,42386.0,38.8,294.0,331.0,2023
North Mobile / Saraland,010970008013,01,097,000801,3,589489.1856879684,1.0000000000000002,851.0,568.0,43910.0,70.2,265.0,568.0,2023
Central Mobile,010970036073,01,097,003607,3,506958.69875422976,1.0000000000000004,1232.0,711.0,34946.0,26.6,127.0,711.0,2023
Central Mobile,010970068041,01,097,006804,1,4992101.6056528175,1.0000000000000002,2250.0,881.0,81188.0,33.7,673.0,881.0,2023
Central Mobile,010970064081,01,097,006408,1,2826414.0222077207,1.0000000000000013,1809.0,770.0,88263.0,39.6,465.0,770.0,2023
Central Mobile,010970032053,01,097,003205,3,819784.1408518769,1.0000000000000007,1113.0,548.0,21806.0,33.1,153.0,548.0,2023
Central Mobile,010970032072,01,097,003207,2,570741.84777026,0.9999999999999998,375.0,207.0,70258.0,54.3,0.0,207.0,2023
Central Mobile,010970032061,01,097,003206,1,1277210.1128723333,1.0000000000000002,1707.0,959.0,72672.0,33.7,0.0,959.0,2023
Central Mobile,010970037044,01,097,003704,4,978979.5409176394,0.9999999999999998,1098.0,421.0,138854.0,39.4,421.0,421.0,2023
Central Mobile,010970071015,01,097,007101,5,4184150.3133918215,0.9999999999999997,966.0,347.0,88242.0,31.4,256.0,347.0,2023
Central Mobile,010970037122,01,097,003712,2,1804099.826872156,1.000000000000001,1402.0,460.0,100341.0,51.2,460.0,460.0,2023
Central Mobile,010970065032,01,097,006503,2,8483731.926070293,1.0000000000000004,2439.0,788.0,119609.0,37.1,681.0,788.0,2023
Central Mobile,010970061022,01,097,006102,2,11456660.90829902,1.000000000000002,1343.0,478.0,36058.0,42.3,276.0,478.0,2023
Central Mobile,010970065013,01,097,006501,3,12290520.094852488,1.0000000000000004,1603.0,582.0,59118.0,45.8,531.0,582.0,2023
Central Mobile,010970065031,01,097,006503,1,2802311.872735739,0.9999999999999996,1201.0,441.0,109250.0,46.9,441.0,441.0,2023
Central Mobile,010970069032,01,097,006903,2,2042821.129675732,0.9999999999999986,979.0,314.0,76917.0,34.0,280.0,314.0,2023
Central Mobile,010970064082,01,097,006408,2,1679783.8558597048,0.9999999999999994,1804.0,720.0,71618.0,41.0,669.0,720.0,2023
Central Mobile,010970034023,01,097,003402,3,2211204.7584584625,0.9999999999999998,575.0,257.0,,43.0,257.0,257.0,2023
Central Mobile,010970064113,01,097,006411,3,1364004.665696489,1.0000000000000007,1336.0,545.0,81967.0,48.5,398.0,545.0,2023
Central Mobile,010979800001,01,097,980000,1,1895046.569604444,0.9999999999999991,1878.0,0.0,,20.2,0.0,0.0,2023
Central Mobile,010970068032,01,097,006803,2,3086953.7194769997,1.0,513.0,279.0,61512.0,46.2,252.0,279.0,2023
Central Mobile,010970071014,01,097,007101,4,1010286.2399987285,0.6729031409492542,550.0,274.0,41813.0,56.8,235.0,274.0,2023
South Mobile,010970071014,01,097,007101,4,297442.5549474507,0.19811219984186124,550.0,274.0,41813.0,56.8,235.0,274.0,2023
Central Mobile,010970063041,01,097,006304,1,10734255.201012261,0.9999999999999984,3117.0,1015.0,83134.0,37.6,874.0,1015.0,2023
Central Mobile,010970069031,01,097,006903,1,4019183.8694952023,1.000000000000001,2087.0,843.0,22315.0,27.5,316.0,843.0,2023
Central Mobile,010970069043,01,097,006904,3,3079382.1581544434,1.0,1318.0,511.0,41847.0,42.0,212.0,511.0,2023
Central Mobile,010970037073,01,097,003707,3,373406.5169854532,1.0000000000000002,1211.0,693.0,38708.0,30.6,0.0,693.0,2023
North Mobile / Saraland,010970008011,01,097,000801,1,747219.6666364475,0.9999999999999997,994.0,410.0,43214.0,29.3,68.0,410.0,2023
South Mobile,010970067031,01,097,006703,1,8260296.2624094775,0.9999999999999984,1335.0,452.0,81984.0,42.3,429.0,452.0,2023
Central Mobile,010970032073,01,097,003207,3,547876.4427610419,1.0000000000000004,2317.0,935.0,66232.0,24.9,11.0,935.0,2023
Central Mobile,010970034063,01,097,003406,3,744205.4080089552,0.9975634951211152,1106.0,408.0,14808.0,21.3,70.0,408.0,2023
North Mobile / Saraland,010970034063,01,097,003406,3,1762.240439348077,0.002362179464165737,1106.0,408.0,14808.0,21.3,70.0,408.0,2023
Central Mobile,010970034062,01,097,003406,2,1360783.989157021,1.0000000000000004,1082.0,376.0,55625.0,34.8,296.0,376.0,2023
Central Mobile,010970063032,01,097,006303,2,9822712.412863344,1.0,1699.0,611.0,74009.0,31.8,561.0,611.0,2023
Central Mobile,010970063062,01,097,006306,2,8737423.189033639,0.9999999999999996,4128.0,1160.0,81362.0,34.0,1138.0,1160.0,2023
Central Mobile,010970063071,01,097,006307,1,5637948.6020721095,1.0000000000000002,1309.0,697.0,58750.0,57.6,532.0,697.0,2023
Central Mobile,010970063031,01,097,006303,1,25206776.039282024,1.0000000000000002,1760.0,632.0,106800.0,38.2,593.0,632.0,2023
Central Mobile,010970036023,01,097,003602,3,1311628.1603977329,1.0000000000000007,565.0,164.0,52828.0,21.0,37.0,164.0,2023
Central Mobile,010970068023,01,097,006802,3,3836691.89028666,0.9999999999999994,409.0,171.0,53466.0,51.6,132.0,171.0,2023
Central Mobile,010970063072,01,097,006307,2,8272061.359197244,1.0000000000000016,1791.0,651.0,64977.0,41.5,500.0,651.0,2023
North Mobile / Saraland,010970008012,01,097,000801,2,1009541.2591574007,0.9999999999999996,1370.0,419.0,62813.0,41.5,173.0,419.0,2023
Central Mobile,010970065052,01,097,006505,2,10279532.978791043,0.9999999999999997,2310.0,601.0,129731.0,43.8,601.0,601.0,2023
South Mobile,010970067041,01,097,006704,1,10353045.039181069,1.0000000000000013,2015.0,611.0,57961.0,43.6,519.0,611.0,2023
Central Mobile,010970064114,01,097,006411,4,857330.4052951493,1.000000000000001,889.0,293.0,,16.0,276.0,293.0,2023
Central Mobile,010970071022,01,097,007102,2,113227.25656686214,0.011260796604938023,1456.0,729.0,65020.0,40.9,642.0,729.0,2023
South Mobile,010970071022,01,097,007102,2,9889648.489817156,0.9835557578170309,1456.0,729.0,65020.0,40.9,642.0,729.0,2023
Central Mobile,010970037111,01,097,003711,1,2390024.836372666,1.0000000000000009,1054.0,513.0,94531.0,41.3,206.0,513.0,2023
Central Mobile,010970061062,01,097,006106,2,6264387.395651233,0.5364806288133416,1650.0,609.0,82802.0,44.3,538.0,609.0,2023
North Mobile / Saraland,010970061062,01,097,006106,2,5197429.085186686,0.4451065759070662,1650.0,609.0,82802.0,44.3,538.0,609.0,2023
Central Mobile,010970062011,01,097,006201,1,21078466.04462156,0.9999999999999993,1545.0,591.0,40026.0,54.1,559.0,591.0,2023
Central Mobile,010970064091,01,097,006409,1,4951921.730984903,0.9999999999999992,2967.0,1143.0,74417.0,37.8,1019.0,1143.0,2023
Central Mobile,010970064122,01,097,006412,2,2162620.4255004567,1.0000000000000004,1912.0,643.0,78170.0,29.9,635.0,643.0,2023
Central Mobile,010970064101,01,097,006410,1,2411141.6968639223,1.0000000000000004,2495.0,935.0,51490.0,29.1,392.0,935.0,2023
Central Mobile,010970037043,01,097,003704,3,1014953.6903595029,0.9999999999999996,1378.0,698.0,72868.0,42.8,446.0,698.0,2023
Central Mobile,010970034103,01,097,003410,3,3046467.066211282,0.9999999999999997,599.0,326.0,,52.1,287.0,326.0,2023
Central Mobile,010970034092,01,097,003409,2,3290000.997481723,1.0000000000000002,803.0,325.0,131813.0,36.9,246.0,325.0,2023
Central Mobile,010970064093,01,097,006409,3,3210102.409665691,0.9999999999999984,572.0,260.0,,65.4,201.0,260.0,2023
Central Mobile,010970036021,01,097,003602,1,695819.9004525826,0.9999999999999998,419.0,115.0,57750.0,27.5,41.0,115.0,2023
Central Mobile,010970037053,01,097,003705,3,1081996.5579637806,1.0,1169.0,349.0,82266.0,36.4,326.0,349.0,2023
Central Mobile,010970069041,01,097,006904,1,4815400.101074749,1.0,1802.0,751.0,66705.0,38.6,463.0,751.0,2023
Central Mobile,010970036071,01,097,003607,1,498509.0330732235,0.9999999999999998,690.0,506.0,35273.0,43.3,145.0,506.0,2023
Central Mobile,010970069042,01,097,006904,2,3430634.3091354677,0.9999999999999996,954.0,454.0,60167.0,48.3,298.0,454.0,2023
Central Mobile,010970071013,01,097,007101,3,1695794.7084328409,0.91294387555405,616.0,274.0,,25.8,153.0,274.0,2023
South Mobile,010970071013,01,097,007101,3,98955.33317621233,0.05327335020411837,616.0,274.0,,25.8,153.0,274.0,2023
North Mobile / Saraland,010970008022,01,097,000802,2,399782.8369601148,0.9999999999999999,725.0,344.0,46042.0,43.2,136.0,344.0,2023
Central Mobile,010970064092,01,097,006409,2,3378998.185903799,0.9999999999999994,3351.0,1012.0,92412.0,37.9,889.0,1012.0,2023
Central Mobile,010970068043,01,097,006804,3,4746233.767201727,0.9999999999999998,722.0,379.0,,60.8,327.0,379.0,2023
Central Mobile,010970023011,01,097,002301,1,666709.2091596383,0.9999999999999994,680.0,209.0,60104.0,48.9,106.0,209.0,2023
Central Mobile,010970032071,01,097,003207,1,374263.9015348907,0.9999999999999999,855.0,505.0,40750.0,29.4,11.0,505.0,2023
Central Mobile,010970036063,01,097,003606,3,692482.9699744927,0.9999999999999997,721.0,349.0,34375.0,31.6,128.0,349.0,2023
Central Mobile,010970064123,01,097,006412,3,711470.0826210339,1.0,527.0,191.0,84083.0,48.1,151.0,191.0,2023
Central Mobile,010970065041,01,097,006504,1,30174704.267528675,0.999999999999998,2135.0,733.0,76250.0,38.0,662.0,733.0,2023
Central Mobile,010970037123,01,097,003712,3,914066.7849895038,1.0000000000000002,645.0,333.0,107697.0,48.8,215.0,333.0,2023
Pensacola Beaches,121130109001,12,113,010900,1,16303679.573111245,0.5783691563950019,1469.0,702.0,,43.1,331.0,702.0,2023
Pensacola Beaches,121130109004,12,113,010900,4,633744.9188236989,1.0000000000000004,983.0,404.0,88370.0,48.7,358.0,404.0,2023
Pensacola Beaches,121130109006,12,113,010900,6,1050987.3098455966,0.9999999999999998,798.0,366.0,116000.0,55.6,324.0,366.0,2023
Pensacola Beaches,121130109002,12,113,010900,2,1725329.112536055,0.9928588548162013,1085.0,456.0,178661.0,55.6,437.0,456.0,2023
Pensacola,120330035122,12,033,003512,2,916469.4980318221,0.9999999999999997,1232.0,559.0,66142.0,55.2,436.0,559.0,2023
Pensacola,120330035123,12,033,003512,3,1809230.896336257,1.0000000000000002,1621.0,457.0,109013.0,41.7,197.0,457.0,2023
Cantonment,120330035112,12,033,003511,2,1639670.2469092258,0.7287678740137506,938.0,467.0,107014.0,59.1,339.0,467.0,2023
Pensacola,120330035112,12,033,003511,2,272485.05388560065,0.1211087130446205,938.0,467.0,107014.0,59.1,339.0,467.0,2023
Pensacola,120330018002,12,033,001800,2,1239348.891207778,1.0000000000000007,998.0,456.0,29100.0,46.7,331.0,456.0,2023
Pensacola,120330030022,12,033,003002,2,1098028.3480048855,1.0000000000000004,1721.0,601.0,36641.0,25.2,287.0,601.0,2023
Pensacola,120330006002,12,033,000600,2,722494.7139731175,1.0,703.0,363.0,57715.0,53.9,244.0,363.0,2023
Pensacola,120330033112,12,033,003311,2,353358.9707004712,1.0000000000000002,1022.0,540.0,,23.9,63.0,540.0,2023
Cantonment,120330035111,12,033,003511,1,15172.164607302202,0.004621550647184907,1125.0,558.0,68396.0,36.1,377.0,558.0,2023
Pensacola,120330035111,12,033,003511,1,3258253.8328422224,0.992487591560754,1125.0,558.0,68396.0,36.1,377.0,558.0,2023
Pensacola,120330008023,12,033,000802,3,788780.8454687363,1.0000000000000002,921.0,446.0,,42.0,294.0,446.0,2023
Cantonment,120330032034,12,033,003203,4,1300173.7378867564,0.9464102604144851,1385.0,548.0,35081.0,31.9,215.0,548.0,2023
Pensacola,120330032034,12,033,003203,4,64719.54887312236,0.04711004638693497,1385.0,548.0,35081.0,31.9,215.0,548.0,2023
Pensacola,120330035091,12,033,003509,1,2619092.98226175,1.0,1660.0,689.0,70673.0,44.5,462.0,689.0,2023
Cantonment,120330033012,12,033,003301,2,5833390.593932738,1.0,1006.0,420.0,110595.0,59.4,409.0,420.0,2023
Pensacola,120330026061,12,033,002606,1,7043133.241097777,1.0000000000000002,1042.0,452.0,75324.0,38.5,271.0,452.0,2023
Pensacola,120330026072,12,033,002607,2,4532189.944133824,0.9999999999999996,699.0,360.0,74667.0,27.4,116.0,360.0,2023
Pensacola,120330008022,12,033,000802,2,1245693.7241196549,0.9999999999999998,1298.0,554.0,74556.0,57.0,356.0,554.0,2023
Cantonment,120330034004,12,033,003400,4,2632361.4865836045,0.9999999999999997,1885.0,747.0,51567.0,31.8,354.0,747.0,2023
Pensacola,120330008011,12,033,000801,1,3106176.5249185865,0.3267918137955424,1447.0,696.0,,42.2,501.0,696.0,2023
Pensacola,120330026062,12,033,002606,2,5667059.811051249,1.0000000000000007,1904.0,736.0,78864.0,53.5,497.0,736.0,2023
Cantonment,120330036113,12,033,003611,3,2410163.54073908,1.0,1271.0,567.0,64435.0,60.6,384.0,567.0,2023
Pensacola,120330030012,12,033,003001,2,1292578.2319016755,0.9999999999999998,2284.0,762.0,60455.0,33.8,436.0,762.0,2023
Pensacola,120330033132,12,033,003313,2,788822.7704176129,1.0000000000000002,862.0,395.0,42708.0,31.9,246.0,395.0,2023
Pensacola,120330008012,12,033,000801,2,639573.956070683,1.0000000000000002,466.0,256.0,75288.0,39.4,95.0,256.0,2023
Pensacola,120330008021,12,033,000802,1,433077.57949408656,0.9999999999999998,943.0,414.0,126190.0,35.1,376.0,414.0,2023
Cantonment,120330036103,12,033,003610,3,3229938.2207991513,1.0000000000000004,1805.0,685.0,78958.0,41.0,571.0,685.0,2023
Pensacola,120330035101,12,033,003510,1,1429185.6055520813,1.0000000000000002,1185.0,688.0,46780.0,36.4,302.0,688.0,2023
Pensacola,120330033083,12,033,003308,3,1661000.6106531888,0.9999999999999996,1660.0,614.0,69057.0,31.0,446.0,614.0,2023
Pensacola,120330030011,12,033,003001,1,983527.0532892074,1.0000000000000009,1372.0,567.0,31442.0,28.9,258.0,567.0,2023
Pensacola,120330033082,12,033,003308,2,5399020.930487841,1.0000000000000009,1558.0,604.0,56250.0,45.3,439.0,604.0,2023
Cantonment,120330035121,12,033,003512,1,453147.49865884776,0.03943915117467708,1647.0,625.0,82877.0,38.3,403.0,625.0,2023
Pensacola,120330035121,12,033,003512,1,3827047.150033145,0.33308247656555223,1647.0,625.0,82877.0,38.3,403.0,625.0,2023
Cantonment,120330038003,12,033,003800,3,16394228.993328877,0.46934390254396813,1666.0,643.0,57947.0,38.9,566.0,643.0,2023
North Escambia,120330038003,12,033,003800,3,17803866.382101085,0.5096998542320564,1666.0,643.0,57947.0,38.9,566.0,643.0,2023
Cantonment,120330035092,12,033,003509,2,256254.82101947098,0.0696379562445447,3036.0,1223.0,59503.0,29.5,483.0,1223.0,2023
Pensacola,120330035092,12,033,003509,2,3373147.17031826,0.9166620714432704,3036.0,1223.0,59503.0,29.5,483.0,1223.0,2023
Pensacola,120330033131,12,033,003313,1,2179165.29596942,1.0,2303.0,841.0,60790.0,34.9,603.0,841.0,2023
Pensacola,120330033122,12,033,003312,2,1577383.2612102085,1.0000000000000009,1528.0,617.0,63068.0,39.7,445.0,617.0,2023
Pensacola,120330033101,12,033,003310,1,1510892.7156194716,0.9999999999999992,1877.0,737.0,73765.0,46.0,618.0,737.0,2023
Pensacola,120330033133,12,033,003313,3,1507860.446531709,1.0000000000000002,221.0,152.0,,65.1,97.0,152.0,2023
Cantonment,120330035102,12,033,003510,2,1405.1709435665025,0.0012167501385905036,1176.0,485.0,66563.0,26.1,213.0,485.0,2023
Pensacola,120330035102,12,033,003510,2,1144923.900759441,0.9913998871829783,1176.0,485.0,66563.0,26.1,213.0,485.0,2023
Pensacola,120330032013,12,033,003201,3,2700523.111904997,1.0,2372.0,947.0,69405.0,45.2,544.0,947.0,2023
Pensacola,120330033111,12,033,003311,1,967343.5999376092,1.0000000000000007,1262.0,375.0,47684.0,30.2,364.0,375.0,2023
Pensacola,120330033113,12,033,003311,3,690231.3624953898,1.000000000000001,923.0,437.0,77788.0,37.4,205.0,437.0,2023
Pensacola,120330030021,12,033,003002,1,2707305.211346232,0.9999999999999994,1902.0,867.0,51159.0,41.8,531.0,867.0,2023
